"method","AUROC","AUPRC","TPR","FPR","MCC","dir_acc","sign_acc","runtime","status","noise_sd","n_pos","rep_id","sweep"
"idopNetwork",0.761363636363636,0.48250223203069,0.333333333333333,0.181818181818182,0.151515151515152,0.666666666666667,0.545454545454545,51.3299999999999,"ok",0.05,50,10,"npos"
"WGCNA",0.512032085561497,0.349518403044393,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.590000000000146,"ok",0.05,50,10,"npos"
"GENIE3",0.675802139037433,0.374919378414841,0.318181818181818,0.220588235294118,0.0975935828877005,0.681818181818182,NA,0.360000000000582,"ok",0.05,50,10,"npos"
"idopNetwork",0.761363636363636,0.508176154632252,0.333333333333333,0.181818181818182,0.151515151515152,0.75,0.636363636363636,73.380000000001,"ok",0.05,50,11,"npos"
"WGCNA",0.399732620320856,0.209016241123792,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.699999999998909,"ok",0.05,50,11,"npos"
"GENIE3",0.623663101604278,0.335953829549294,0.454545454545455,0.176470588235294,0.27807486631016,0.5,NA,0.380000000001019,"ok",0.05,50,11,"npos"
"idopNetwork",0.765151515151515,0.604477142825914,0.583333333333333,0.113636363636364,0.46969696969697,0.666666666666667,0.666666666666667,62.1100000000006,"ok",0.05,50,12,"npos"
"WGCNA",0.487967914438503,0.230398142118311,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.5,"ok",0.05,50,12,"npos"
"GENIE3",0.640374331550802,0.323258974391544,0.272727272727273,0.235294117647059,0.0374331550802139,0.636363636363636,NA,0.340000000000146,"ok",0.05,50,12,"npos"
"idopNetwork",0.748106060606061,0.566183000558123,0.5,0.136363636363636,0.363636363636364,0.75,0.3,59.4499999999989,"ok",0.05,50,13,"npos"
"WGCNA",0.482620320855615,0.275891664112654,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.430000000000291,"ok",0.05,50,13,"npos"
"GENIE3",0.638368983957219,0.389799020335414,0.272727272727273,0.235294117647059,0.0374331550802139,0.545454545454545,NA,0.360000000000582,"ok",0.05,50,13,"npos"
"idopNetwork",0.808712121212121,0.451539854261381,0.416666666666667,0.159090909090909,0.257575757575758,0.833333333333333,0.333333333333333,94.0299999999988,"ok",0.05,50,14,"npos"
"WGCNA",0.469251336898396,0.34281995298474,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.460000000000946,"ok",0.05,50,14,"npos"
"GENIE3",0.676470588235294,0.367183950480425,0.363636363636364,0.205882352941176,0.157754010695187,0.545454545454545,NA,0.349999999998545,"ok",0.05,50,14,"npos"
"idopNetwork",0.765151515151515,0.603378319924493,0.416666666666667,0.159090909090909,0.257575757575758,0.666666666666667,0.7,75.4200000000001,"ok",0.05,50,15,"npos"
"WGCNA",0.415775401069519,0.201875891349731,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.559999999999491,"ok",0.05,50,15,"npos"
"GENIE3",0.618983957219251,0.30275118352194,0.227272727272727,0.25,-0.0227272727272727,0.727272727272727,NA,0.350000000000364,"ok",0.05,50,15,"npos"
"idopNetwork",0.678030303030303,0.449926201101507,0.416666666666667,0.159090909090909,0.257575757575758,0.583333333333333,0.5,56.3299999999999,"ok",0.05,50,16,"npos"
"WGCNA",0.467914438502674,0.221376765496196,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.399999999999636,"ok",0.05,50,16,"npos"
"GENIE3",0.623663101604278,0.357661944444302,0.363636363636364,0.205882352941176,0.157754010695187,0.590909090909091,NA,0.329999999999927,"ok",0.05,50,16,"npos"
"idopNetwork",0.796401515151515,0.476609935022298,0.416666666666667,0.159090909090909,0.257575757575758,0.833333333333333,0.636363636363636,74.8600000000006,"ok",0.05,50,17,"npos"
"WGCNA",0.402406417112299,0.309132827604422,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.389999999999418,"ok",0.05,50,17,"npos"
"GENIE3",0.627673796791444,0.304385993955538,0.318181818181818,0.220588235294118,0.0975935828877005,0.5,NA,0.360000000000582,"ok",0.05,50,17,"npos"
"idopNetwork",0.708333333333333,0.359250786460581,0.333333333333333,0.181818181818182,0.151515151515152,0.75,0.636363636363636,85.9599999999991,"ok",0.05,50,18,"npos"
"WGCNA",0.406417112299465,0.216093446719633,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.590000000000146,"ok",0.05,50,18,"npos"
"GENIE3",0.707219251336898,0.373495834481731,0.454545454545455,0.176470588235294,0.27807486631016,0.681818181818182,NA,0.340000000000146,"ok",0.05,50,18,"npos"
"idopNetwork",0.75,0.443890682350525,0.583333333333333,0.113636363636364,0.46969696969697,0.583333333333333,0.555555555555556,54.6999999999989,"ok",0.05,50,19,"npos"
"WGCNA",0.517379679144385,0.26814496591386,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.550000000001091,"ok",0.05,50,19,"npos"
"GENIE3",0.713235294117647,0.355841772998968,0.409090909090909,0.191176470588235,0.217914438502674,0.681818181818182,NA,0.329999999999927,"ok",0.05,50,19,"npos"
"idopNetwork",0.785984848484849,0.465891427279313,0.583333333333333,0.113636363636364,0.46969696969697,0.75,0.3,63.3599999999988,"ok",0.05,50,20,"npos"
"WGCNA",0.449197860962567,0.224950153165993,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.440000000000509,"ok",0.05,50,20,"npos"
"GENIE3",0.657754010695187,0.40231136833781,0.363636363636364,0.205882352941176,0.157754010695187,0.636363636363636,NA,0.360000000000582,"ok",0.05,50,20,"npos"
"idopNetwork",0.888257575757576,0.691911665138867,0.583333333333333,0.113636363636364,0.46969696969697,0.75,0.416666666666667,61.8000000000011,"ok",0.05,80,1,"npos"
"WGCNA",0.510695187165775,0.282922264946615,0.318181818181818,0.220588235294118,0.0975935828877005,NA,NA,0.399999999999636,"ok",0.05,80,1,"npos"
"GENIE3",0.710561497326203,0.437312360489486,0.409090909090909,0.191176470588235,0.217914438502674,0.636363636363636,NA,0.680000000000291,"ok",0.05,80,1,"npos"
"idopNetwork",0.725378787878788,0.324098725424734,0.333333333333333,0.181818181818182,0.151515151515152,0.666666666666667,0.363636363636364,68.2900000000009,"ok",0.05,80,2,"npos"
"WGCNA",0.482620320855615,0.243529094978313,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.610000000000582,"ok",0.05,80,2,"npos"
"GENIE3",0.704545454545455,0.40094952019778,0.454545454545455,0.176470588235294,0.27807486631016,0.636363636363636,NA,0.659999999999854,"ok",0.05,80,2,"npos"
"idopNetwork",0.680871212121212,0.42288693801271,0.333333333333333,0.181818181818182,0.151515151515152,0.583333333333333,0.555555555555556,136.25,"ok",0.05,80,3,"npos"
"WGCNA",0.39572192513369,0.228207415788125,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.440000000000509,"ok",0.05,80,3,"npos"
"GENIE3",0.675133689839572,0.319667313263009,0.318181818181818,0.220588235294118,0.0975935828877005,0.636363636363636,NA,0.640000000001237,"ok",0.05,80,3,"npos"
"idopNetwork",0.768939393939394,0.462039930603407,0.5,0.136363636363636,0.363636363636364,0.75,0.6,73.1900000000005,"ok",0.05,80,4,"npos"
"WGCNA",0.457219251336898,0.307110388549501,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.449999999998909,"ok",0.05,80,4,"npos"
"GENIE3",0.677139037433155,0.41704276239748,0.318181818181818,0.220588235294118,0.0975935828877005,0.772727272727273,NA,0.650000000001455,"ok",0.05,80,4,"npos"
"idopNetwork",0.761363636363636,0.460751205724289,0.416666666666667,0.159090909090909,0.257575757575758,0.75,0.6,44.4099999999999,"ok",0.05,80,5,"npos"
"WGCNA",0.398395721925134,0.20303332097139,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.469999999999345,"ok",0.05,80,5,"npos"
"GENIE3",0.589572192513369,0.366501479636261,0.227272727272727,0.25,-0.0227272727272727,0.5,NA,0.649999999999636,"ok",0.05,80,5,"npos"
"idopNetwork",0.734848484848485,0.436098946883564,0.25,0.204545454545455,0.0454545454545455,0.833333333333333,0.416666666666667,92.5499999999993,"ok",0.05,80,6,"npos"
"WGCNA",0.399732620320856,0.220088554590633,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.420000000000073,"ok",0.05,80,6,"npos"
"GENIE3",0.70120320855615,0.414114354736716,0.409090909090909,0.191176470588235,0.217914438502674,0.545454545454545,NA,0.659999999999854,"ok",0.05,80,6,"npos"
"idopNetwork",0.817234848484848,0.610080064721725,0.416666666666667,0.159090909090909,0.257575757575758,0.833333333333333,0.727272727272727,153.639999999999,"ok",0.05,80,7,"npos"
"WGCNA",0.510695187165775,0.316098025956412,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.570000000001528,"ok",0.05,80,7,"npos"
"GENIE3",0.60427807486631,0.356160009808874,0.227272727272727,0.25,-0.0227272727272727,0.545454545454545,NA,0.670000000000073,"ok",0.05,80,7,"npos"
"idopNetwork",0.710227272727273,0.492342256502279,0.416666666666667,0.159090909090909,0.257575757575758,0.5,0.5,70.7299999999996,"ok",0.05,80,8,"npos"
"WGCNA",0.383689839572192,0.196172902811718,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.470000000001164,"ok",0.05,80,8,"npos"
"GENIE3",0.542780748663102,0.263611522495781,0.181818181818182,0.264705882352941,-0.0828877005347594,0.636363636363636,NA,0.6299999999992,"ok",0.05,80,8,"npos"
"idopNetwork",0.740530303030303,0.569555932419855,0.5,0.136363636363636,0.363636363636364,0.583333333333333,0.5,39.1100000000006,"ok",0.05,80,9,"npos"
"WGCNA",0.455882352941176,0.243415119551493,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.440000000000509,"ok",0.05,80,9,"npos"
"GENIE3",0.681818181818182,0.420145205413083,0.272727272727273,0.235294117647059,0.0374331550802139,0.681818181818182,NA,0.719999999999345,"ok",0.05,80,9,"npos"
"idopNetwork",0.787878787878788,0.365981334247045,0.416666666666667,0.159090909090909,0.257575757575758,0.75,0.666666666666667,119.449999999999,"ok",0.05,80,10,"npos"
"WGCNA",0.487967914438503,0.340370436336721,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.610000000000582,"ok",0.05,80,10,"npos"
"GENIE3",0.720588235294118,0.461309845585701,0.363636363636364,0.205882352941176,0.157754010695187,0.681818181818182,NA,0.649999999999636,"ok",0.05,80,10,"npos"
"idopNetwork",0.71969696969697,0.410711877286553,0.5,0.136363636363636,0.363636363636364,0.666666666666667,0.555555555555556,57.2000000000007,"ok",0.05,80,11,"npos"
"WGCNA",0.43048128342246,0.239193804388515,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.68999999999869,"ok",0.05,80,11,"npos"
"GENIE3",0.625,0.341805817507348,0.363636363636364,0.205882352941176,0.157754010695187,0.590909090909091,NA,0.690000000000509,"ok",0.05,80,11,"npos"
"idopNetwork",0.666666666666667,0.317137469085592,0.416666666666667,0.159090909090909,0.257575757575758,0.583333333333333,0.444444444444444,65.7700000000004,"ok",0.05,80,12,"npos"
"WGCNA",0.386363636363636,0.22053941570492,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.449999999998909,"ok",0.05,80,12,"npos"
"GENIE3",0.68048128342246,0.436269471986561,0.363636363636364,0.205882352941176,0.157754010695187,0.681818181818182,NA,0.670000000000073,"ok",0.05,80,12,"npos"
"idopNetwork",0.681818181818182,0.304478553823823,0.333333333333333,0.181818181818182,0.151515151515152,0.666666666666667,0.545454545454545,124.02,"ok",0.05,80,13,"npos"
"WGCNA",0.406417112299465,0.233953002587136,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.539999999999054,"ok",0.05,80,13,"npos"
"GENIE3",0.643048128342246,0.376548586113734,0.363636363636364,0.205882352941176,0.157754010695187,0.590909090909091,NA,0.670000000000073,"ok",0.05,80,13,"npos"
"idopNetwork",0.761363636363636,0.579325107586179,0.5,0.136363636363636,0.363636363636364,0.666666666666667,0.5,67.9099999999999,"ok",0.05,80,14,"npos"
"WGCNA",0.382352941176471,0.198199840256461,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.419999999998254,"ok",0.05,80,14,"npos"
"GENIE3",0.581550802139037,0.275394194116019,0.227272727272727,0.25,-0.0227272727272727,0.636363636363636,NA,0.730000000003201,"ok",0.05,80,14,"npos"
"idopNetwork",0.735795454545454,0.494613071220086,0.5,0.136363636363636,0.363636363636364,0.75,0.545454545454545,79.1500000000015,"ok",0.05,80,15,"npos"
"WGCNA",0.477272727272727,0.249744827053274,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.68999999999869,"ok",0.05,80,15,"npos"
"GENIE3",0.719251336898396,0.397341243733127,0.409090909090909,0.191176470588235,0.217914438502674,0.727272727272727,NA,0.700000000000728,"ok",0.05,80,15,"npos"
"idopNetwork",0.712121212121212,0.416523539286456,0.5,0.136363636363636,0.363636363636364,0.666666666666667,0.625,69.630000000001,"ok",0.05,80,16,"npos"
"WGCNA",0.435828877005348,0.22683124690074,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.669999999998254,"ok",0.05,80,16,"npos"
"GENIE3",0.650401069518717,0.356422125894309,0.318181818181818,0.220588235294118,0.0975935828877005,0.636363636363636,NA,0.610000000000582,"ok",0.05,80,16,"npos"
"idopNetwork",0.78030303030303,0.383754476593512,0.5,0.136363636363636,0.363636363636364,0.833333333333333,0.416666666666667,72.9800000000032,"ok",0.05,80,17,"npos"
"WGCNA",0.529411764705882,0.348260559772991,0.272727272727273,0.235294117647059,0.0374331550802139,NA,NA,0.43999999999869,"ok",0.05,80,17,"npos"
"GENIE3",0.637032085561497,0.312856441169592,0.363636363636364,0.205882352941176,0.157754010695187,0.5,NA,0.700000000000728,"ok",0.05,80,17,"npos"
"idopNetwork",0.732954545454546,0.469407857338091,0.333333333333333,0.181818181818182,0.151515151515152,0.666666666666667,0.4,136.709999999999,"ok",0.05,80,18,"npos"
"WGCNA",0.498663101604278,0.259044144596431,0.181818181818182,0.264705882352941,-0.0828877005347594,NA,NA,0.580000000001746,"ok",0.05,80,18,"npos"
"GENIE3",0.71524064171123,0.48615234445482,0.409090909090909,0.191176470588235,0.217914438502674,0.681818181818182,NA,0.649999999997817,"ok",0.05,80,18,"npos"
"idopNetwork",0.643939393939394,0.297390173967203,0.333333333333333,0.181818181818182,0.151515151515152,0.583333333333333,0.375,68.6900000000023,"ok",0.05,80,19,"npos"
"WGCNA",0.457219251336898,0.249195262493237,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.450000000000728,"ok",0.05,80,19,"npos"
"GENIE3",0.669786096256685,0.415563305784441,0.363636363636364,0.205882352941176,0.157754010695187,0.454545454545455,NA,0.68999999999869,"ok",0.05,80,19,"npos"
"idopNetwork",0.763257575757576,0.42878758324938,0.5,0.136363636363636,0.363636363636364,0.666666666666667,0.2,78.8899999999994,"ok",0.05,80,20,"npos"
"WGCNA",0.394385026737968,0.239673475606606,0.227272727272727,0.25,-0.0227272727272727,NA,NA,0.659999999999854,"ok",0.05,80,20,"npos"
"GENIE3",0.600935828877005,0.323057869013818,0.318181818181818,0.220588235294118,0.0975935828877005,0.590909090909091,NA,0.690000000002328,"ok",0.05,80,20,"npos"
